origin_type,group,reference_filename,reference_relative_path,provisional_filename,provisional_relative_path,evolution,status,sha256,visual_qa
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-02-04-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-02-04-256.png,aachat-ascend-artifact-unlinked-crayon.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-crayon.png,crayon,accepted,b02655c64179ac1e6dae81c431be01d23427a9883fc513d6d1d0adfb2e2e916a,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-02-11-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-02-11-256.png,aachat-ascend-artifact-unlinked-lantern.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-lantern.png,lantern,accepted,08e9c33da21267bb4a81be9c04bab8bd4e5ec262e276446900dd05b061eafdcc,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-02-14-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-02-14-256.png,aachat-ascend-artifact-unlinked-gumball.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-gumball.png,gumball,accepted,95c9b8141aa3bf1b8855f8c48a3812e9133f918670772c6554ce4a191dfe2bea,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-05-03-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-05-03-256.png,aachat-ascend-artifact-unlinked-disco.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-disco.png,disco,accepted,9df8848c8a1eb33fda7e72454e4bbc3d9f76258a015d54a2a6278538e85e9ef1,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-05-08-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-05-08-256.png,aachat-ascend-artifact-unlinked-bathysphere.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-bathysphere.png,bathysphere,accepted,c21d0841f930972a70a28ae840123641c711e90b9e75a0c5c04158688be48e86,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-05-11-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-05-11-256.png,aachat-ascend-artifact-unlinked-manor.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-manor.png,manor,accepted,4b1d5580479eed0e58596b069e91e2fb8c7f18b0da8c2562e77e2c806cc952d0,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-05-17-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-05-17-256.png,aachat-ascend-artifact-unlinked-giftwrap.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-giftwrap.png,giftwrap,accepted,a6fc54c6f6102bcb6a1260798e7851b3333826942a372ae7bcee8d63c68c6681,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-06-01-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-06-01-256.png,aachat-ascend-artifact-unlinked-punk.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-punk.png,punk,accepted,28d5973fc6ce7f6afb58fcb77d888a27581f0456ce487851e260b0cf95905813,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-06-03-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-06-03-256.png,aachat-ascend-artifact-unlinked-copper.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-copper.png,copper,accepted,baec83cf5627d5355798f8d3084f21f64adb659f9a85d64d363e41d06b2fe043,pass
B06-OBJ,artifact,aachat-level-05-b06-obj-cand-06-08-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-05-b06-obj-cand-06-08-256.png,aachat-ascend-artifact-unlinked-mosaic.png,B06-OBJ__Artifact_&_Architecture/aachat-ascend-artifact-unlinked-mosaic.png,mosaic,accepted,cdcdfe139f26bf0b62d0e6fda9fdf77e46476fee9a03fa3502395f257efac011,pass
